0.000012	0.142732
0.000024	0.169472
0.000037	0.180812
0.000049	0.337795
0.000061	0.502587
0.000073	0.411688
0.000085	0.485983
0.000098	0.495175
0.000110	0.509363
0.000122	0.68046
0.000134	0.817538
0.000146	0.792699
0.000159	0.907867
0.000171	0.877449
0.000183	1.0503
0.000195	0.997462
0.000208	0.919587
0.000220	0.961197
0.000232	1.0305
0.000244	1.10032
0.000256	1.16191
0.000269	1.20387
0.000281	1.03276
0.000293	1.10807
0.000305	1.24202
0.000317	1.27324
0.000330	1.25517
0.000342	1.16681
0.000354	1.24777
0.000366	1.17578
0.000378	1.28814
0.000391	1.13104
0.000403	1.10207
0.000415	1.06299
0.000427	1.26131
0.000439	1.05703
0.000452	1.12868
0.000464	1.15487
0.000476	1.07554
0.000488	1.0995
0.000500	0.967485
0.000513	0.968655
0.000525	0.9141
0.000537	1.1166
0.000549	1.03984
0.000562	0.933866
0.000574	1.04257
0.000586	1.03035
0.000598	0.931807
0.000610	0.809062
0.000623	0.92933
0.000635	0.778436
0.000647	0.767072
0.000659	0.878961
0.000671	0.879332
0.000684	0.631009
0.000696	0.766244
0.000708	0.743589
0.000720	0.674744
0.000732	0.621417
0.000745	0.529765
0.000757	0.578617
0.000769	0.735718
0.000781	0.534632
0.000793	0.645801
0.000806	0.654301
0.000818	0.533525
0.000830	0.462271
0.000842	0.51407
0.000854	0.602075
0.000867	0.393754
0.000879	0.333214
0.000891	0.352626
0.000903	0.38041
0.000916	0.543329
0.000928	0.327125
0.000940	0.450148
0.000952	0.47297
0.000964	0.265638
0.000977	0.401029
0.000989	0.32178
0.001001	0.165101
0.001013	0.169654
0.001025	0.368738
0.001038	0.343271
0.001050	0.0971349
0.001062	0.0664546
0.001074	0.284411
0.001086	0.213455
0.001099	0.131439
0.001111	0.0432818
0.001123	-0.012367
0.001135	0.151213
0.001147	-0.0332681
0.001160	-0.00354671
0.001172	0.0175886
0.001184	-0.0520254
0.001196	-0.12668
0.001208	-0.160317
0.001221	0.0184796
0.001233	-0.221382
0.001245	-0.176336
0.001257	-0.0408212
0.001270	-0.153724
0.001282	-0.15303
0.001294	-0.286393
0.001306	-0.146942
0.001318	-0.184299
0.001331	-0.365544
0.001343	-0.413757
0.001355	-0.295693
0.001367	-0.265808
0.001379	-0.35999
0.001392	-0.306357
0.001404	-0.326094
0.001416	-0.424206
